DateTime,Most recent forecast [MW],Day-Ahead forecast [MW],Week-Ahead forecast [MW],Real-time Upscaled Measurement [MW],Corrected Upscaled Measurement [MW],Monitored Capacity [MWp],Irradiation [kW/m2]
31/12/2019 10:15,24.99,19.65,39.52,24.03,17.98,669.21,26.86750049
31/12/2019 10:30,31.78,25.28,46.24,17.72,19.36,669.21,28.92963345
31/12/2019 10:45,37.47,29.9,53.98,21.87,20.31,669.21,30.34921773
31/12/2019 11:00,38.1,34.33,61.07,17.42,24.52,669.21,36.64021757
31/12/2019 11:15,42.33,38.03,67.78,16.92,28.25,669.21,42.21395377
31/12/2019 11:30,46.28,41.45,73.56,41.29,31.55,669.21,47.14514129
31/12/2019 11:45,50.27,44.64,78.29,27.95,37.34,669.21,55.79713393
31/12/2019 12:00,53.68,47.58,81.89,30.46,39.85,669.21,59.54782505
31/12/2019 12:15,56.31,50.15,84.43,50.55,43.18,669.21,64.52384154
31/12/2019 12:30,58.29,52.3,85.73,46.69,45.48,669.21,67.96072982
31/12/2019 12:45,59.61,53.94,85.69,49.25,47.64,669.21,71.18841619
31/12/2019 13:00,60.14,54.99,84.32,55.2,50.5,669.21,75.46211204
31/12/2019 13:15,59.83,55.38,81.69,60.27,57.2,669.21,85.47391701
31/12/2019 13:30,58.71,55.02,78.01,64.39,61.91,669.21,92.51206647
31/12/2019 13:45,56.87,52.89,73.25,64.1,65.26,669.21,97.51796895
31/12/2019 14:00,57.9,50.77,67.45,62.65,58.66,669.21,87.65559391
31/12/2019 14:15,53.61,47.73,60.81,57.05,51.6,669.21,77.10584122
31/12/2019 14:30,48.13,43.68,53.76,44.78,42.51,669.21,63.52266105
31/12/2019 14:45,41.12,38.56,45.99,37.86,37.47,669.21,55.99139284
31/12/2019 15:00,33.99,32.53,39.32,30.48,32.32,669.21,48.29575171
31/12/2019 15:15,26.53,25.94,32.15,25.6,26.38,669.21,39.41961417
31/12/2019 15:30,19.54,19.49,24.18,19.69,19.66,669.21,29.37792322
31/12/2019 15:45,13.2,13.57,16.08,12.95,12.59,669.21,18.81322754
31/12/2019 16:00,7.81,8.5,9.26,7.49,6.65,669.21,9.937090002
31/12/2019 16:15,3.44,4.65,4.1,2.37,2.5,669.21,3.735748121
31/12/2019 16:30,0.78,0.8,0.94,0.46,0.62,669.21,0.926465534
31/12/2019 16:45,0,0,0,0,0,669.21,0
31/12/2019 17:00,0,0,0,0,0,669.21,0
31/12/2019 17:15,0,0,0,0,0,669.21,0
31/12/2019 17:30,0,0,0,0,0,669.21,0
31/12/2019 17:45,0,0,0,0,0,669.21,0
31/12/2019 18:00,0,0,0,0,0,669.21,0
31/12/2019 18:15,0,0,0,0,0,669.21,0
31/12/2019 18:30,0,0,0,0,0,669.21,0
31/12/2019 18:45,0,0,0,0,0,669.21,0
31/12/2019 19:00,0,0,0,0,0,669.21,0
31/12/2019 19:15,0,0,0,0,0,669.21,0
31/12/2019 19:30,0,0,0,0,0,669.21,0
31/12/2019 19:45,0,0,0,0,0,669.21,0
31/12/2019 20:00,0,0,0,0,0,669.21,0
31/12/2019 20:15,0,0,0,0,0,669.21,0
31/12/2019 20:30,0,0,0,0,0,669.21,0
31/12/2019 20:45,0,0,0,0,0,669.21,0
31/12/2019 21:00,0,0,0,0,0,669.21,0
31/12/2019 21:15,0,0,0,0,0,669.21,0
31/12/2019 21:30,0,0,0,0,0,669.21,0
31/12/2019 21:45,0,0,0,0,0,669.21,0
31/12/2019 22:00,0,0,0,0,0,669.21,0
31/12/2019 22:15,0,0,0,0,0,669.21,0
31/12/2019 22:30,0,0,0,0,0,669.21,0
31/12/2019 22:45,0,0,0,0,0,669.21,0
31/12/2019 23:00,0,0,0,0,0,669.21,0
31/12/2019 23:15,0,0,0,0,0,669.21,0
31/12/2019 23:30,0,0,0,0,0,669.21,0
31/12/2019 23:45,0,0,0,0,0,669.21,0
01/01/2020 00:00,0,0,0,0,0,669.21,0
01/01/2020 00:15,0,0,0,0,0,669.21,0
01/01/2020 00:30,0,0,0,0,0,669.21,0
01/01/2020 00:45,0,0,0,0,0,669.21,0
01/01/2020 01:00,0,0,0,0,0,669.21,0
01/01/2020 01:15,0,0,0,0,0,669.21,0
01/01/2020 01:30,0,0,0,0,0,669.21,0
01/01/2020 01:45,0,0,0,0,0,669.21,0
01/01/2020 02:00,0,0,0,0,0,669.21,0
01/01/2020 02:15,0,0,0,0,0,669.21,0
01/01/2020 02:30,0,0,0,0,0,669.21,0
01/01/2020 02:45,0,0,0,0,0,669.21,0
01/01/2020 03:00,0,0,0,0,0,669.21,0
01/01/2020 03:15,0,0,0,0,0,669.21,0
01/01/2020 03:30,0,0,0,0,0,669.21,0
01/01/2020 03:45,0,0,0,0,0,669.21,0
01/01/2020 04:00,0,0,0,0,0,669.21,0
01/01/2020 04:15,0,0,0,0,0,669.21,0
01/01/2020 04:30,0,0,0,0,0,669.21,0
01/01/2020 04:45,0,0,0,0,0,669.21,0
01/01/2020 05:00,0,0,0,0,0,669.21,0
01/01/2020 05:15,0,0,0,0,0,669.21,0
01/01/2020 05:30,0,0,0,0,0,669.21,0
01/01/2020 05:45,0,0,0,0,0,669.21,0
01/01/2020 06:00,0,0,0,0,0,669.21,0
01/01/2020 06:15,0,0,0,0,0,669.21,0
01/01/2020 06:30,0,0,0,0,0,669.21,0
01/01/2020 06:45,0,0,0,0,0,669.21,0
01/01/2020 07:00,0,0,0,0,0,669.21,0
01/01/2020 07:15,0,0,0,0,0,669.21,0
01/01/2020 07:30,0,0,0,0,0,669.21,0
01/01/2020 07:45,0,0,0,0,0,669.21,0
01/01/2020 08:00,0,0,0,0,0,669.21,0
01/01/2020 08:15,0,0,0,0,0,669.21,0
01/01/2020 08:30,0.01,0.01,0.01,0.01,0,669.21,0
01/01/2020 08:45,1.24,1.35,1.15,1.21,0,669.21,0
01/01/2020 09:00,5.93,7.02,5.95,4.9,1.88,669.21,2.809282587
01/01/2020 09:15,13.19,17.35,14.94,10.45,5.46,669.21,8.158873896
01/01/2020 09:30,21.1,29.18,26.17,27.46,10.82,669.21,16.16831787
01/01/2020 09:45,29.54,43.08,38.82,28.62,17.6,669.21,26.29966677
01/01/2020 10:00,39.14,58.04,50.65,38.71,24.78,669.21,37.02873537
01/01/2020 10:15,49.63,73.31,62.67,49.53,33.35,669.21,49.83487993
01/01/2020 10:30,59.74,88.61,74.41,57.27,41.23,669.21,61.60995801
01/01/2020 10:45,68.92,102.19,87.36,47.61,49.09,669.21,73.3551501
01/01/2020 11:00,90.03,114.22,100.71,50.54,56.79,669.21,84.86125431
01/01/2020 11:15,103.25,124.97,111.83,64.76,61.92,669.21,92.52700946
01/01/2020 11:30,114.4,135.09,120.86,65.07,65.36,669.21,97.66739887
01/01/2020 11:45,124,143.86,128.14,60.27,69.4,669.21,103.7043678
01/01/2020 12:00,131.75,151.35,133.61,57,64.43,669.21,96.27770057
01/01/2020 12:15,137.46,156.7,137.24,53.54,65.46,669.21,97.8168288
01/01/2020 12:30,141.31,159.55,138.99,63.29,65.15,669.21,97.35359603
01/01/2020 12:45,142.83,159.9,138.88,68.43,61.8,669.21,92.34769355
01/01/2020 13:00,142.67,157.9,136.9,62.71,60.2,669.21,89.95681475
01/01/2020 13:15,140.76,153.48,133.07,60.52,54.6,669.21,81.58873896
01/01/2020 13:30,136.93,146.84,127.41,51.12,51.83,669.21,77.44953004
01/01/2020 13:45,131.22,137.41,119.97,62.54,49.25,669.21,73.59423798
01/01/2020 14:00,85,127.98,110.82,34.14,49.52,669.21,73.99769878
01/01/2020 14:15,81.49,117.24,99.46,50.86,42.54,669.21,63.56749003
01/01/2020 14:30,76.21,105,86.13,38.17,36.04,669.21,53.85454491
01/01/2020 14:45,68.33,91.25,73.38,34.3,30.07,669.21,44.9335784
01/01/2020 15:00,58.76,76.23,61.61,18.18,25.58,669.21,38.22417477
01/01/2020 15:15,47.94,60.1,49.57,11.78,19.94,669.21,29.79632701
01/01/2020 15:30,36.5,45.03,37.87,10.9,12.97,669.21,19.38106125
01/01/2020 15:45,26.28,31.6,25.88,8.35,7.74,669.21,11.56587618
01/01/2020 16:00,12.38,19.56,14.98,4.33,5.66,669.21,8.457733746
01/01/2020 16:15,5.56,10.53,6.24,0.04,2.66,669.21,3.974836001
01/01/2020 16:30,1.23,1.51,1.27,0.99,0.5,669.21,0.747149624
01/01/2020 16:45,0,0,0,0,0.03,669.21,0.044828977
01/01/2020 17:00,0,0,0,0,0,669.21,0
01/01/2020 17:15,0,0,0,0,0,669.21,0
01/01/2020 17:30,0,0,0,0,0,669.21,0
01/01/2020 17:45,0,0,0,0,0,669.21,0
01/01/2020 18:00,0,0,0,0,0,669.21,0
01/01/2020 18:15,0,0,0,0,0,669.21,0
01/01/2020 18:30,0,0,0,0,0,669.21,0
01/01/2020 18:45,0,0,0,0,0,669.21,0
01/01/2020 19:00,0,0,0,0,0,669.21,0
01/01/2020 19:15,0,0,0,0,0,669.21,0
01/01/2020 19:30,0,0,0,0,0,669.21,0
01/01/2020 19:45,0,0,0,0,0,669.21,0
01/01/2020 20:00,0,0,0,0,0,669.21,0
01/01/2020 20:15,0,0,0,0,0,669.21,0
01/01/2020 20:30,0,0,0,0,0,669.21,0
01/01/2020 20:45,0,0,0,0,0,669.21,0
01/01/2020 21:00,0,0,0,0,0,669.21,0
01/01/2020 21:15,0,0,0,0,0,669.21,0
01/01/2020 21:30,0,0,0,0,0,669.21,0
01/01/2020 21:45,0,0,0,0,0,669.21,0
01/01/2020 22:00,0,0,0,0,0,669.21,0
01/01/2020 22:15,0,0,0,0,0,669.21,0
01/01/2020 22:30,0,0,0,0,0,669.21,0
01/01/2020 22:45,0,0,0,0,0,669.21,0
01/01/2020 23:00,0,0,0,0,0,669.21,0
01/01/2020 23:15,0,0,0,0,0,669.21,0
01/01/2020 23:30,0,0,0,0,0,669.21,0
01/01/2020 23:45,0,0,0,0,0,669.21,0
02/01/2020 00:00,0,0,0,0,0,669.21,0
02/01/2020 00:15,0,0,0,0,0,669.21,0
02/01/2020 00:30,0,0,0,0,0,669.21,0
02/01/2020 00:45,0,0,0,0,0,669.21,0
02/01/2020 01:00,0,0,0,0,0,669.21,0
02/01/2020 01:15,0,0,0,0,0,669.21,0
02/01/2020 01:30,0,0,0,0,0,669.21,0
02/01/2020 01:45,0,0,0,0,0,669.21,0
02/01/2020 02:00,0,0,0,0,0,669.21,0
02/01/2020 02:15,0,0,0,0,0,669.21,0
02/01/2020 02:30,0,0,0,0,0,669.21,0
02/01/2020 02:45,0,0,0,0,0,669.21,0
02/01/2020 03:00,0,0,0,0,0,669.21,0
02/01/2020 03:15,0,0,0,0,0,669.21,0
02/01/2020 03:30,0,0,0,0,0,669.21,0
02/01/2020 03:45,0,0,0,0,0,669.21,0
02/01/2020 04:00,0,0,0,0,0,669.21,0
02/01/2020 04:15,0,0,0,0,0,669.21,0
02/01/2020 04:30,0,0,0,0,0,669.21,0
02/01/2020 04:45,0,0,0,0,0,669.21,0
02/01/2020 05:00,0,0,0,0,0,669.21,0
02/01/2020 05:15,0,0,0,0,0,669.21,0
02/01/2020 05:30,0,0,0,0,0,669.21,0
02/01/2020 05:45,0,0,0,0,0,669.21,0
02/01/2020 06:00,0,0,0,0,0,669.21,0
02/01/2020 06:15,0,0,0,0,0,669.21,0
02/01/2020 06:30,0,0,0,0,0,669.21,0
02/01/2020 06:45,0,0,0,0,0,669.21,0
02/01/2020 07:00,0,0,0,0,0,669.21,0
02/01/2020 07:15,0,0,0,0,0,669.21,0
02/01/2020 07:30,0,0,0,0,0,669.21,0
02/01/2020 07:45,0,0,0,0,0,669.21,0
02/01/2020 08:00,0,0,0,0,0,669.21,0
02/01/2020 08:15,0,0,0,0,0,669.21,0
02/01/2020 08:30,0,0.01,0.01,0,0,669.21,0
02/01/2020 08:45,0.58,0.64,0.82,0,0,669.21,0
02/01/2020 09:00,2.41,2.58,4.26,1.06,1.54,669.21,2.301220842
02/01/2020 09:15,5.3,5.51,10.52,5.84,3.16,669.21,4.721985625
02/01/2020 09:30,8.82,9.03,17.87,5.16,4.82,669.21,7.202522377
02/01/2020 09:45,12.75,13.04,26.21,3.9,7.25,669.21,10.83366955
02/01/2020 10:00,16.99,17.39,34.17,10.43,9.78,669.21,14.61424665
02/01/2020 10:15,21.23,21.87,43.15,9.88,12.49,669.21,18.66379761
02/01/2020 10:30,25.37,26.19,52.51,11.29,14.12,669.21,21.09950539
02/01/2020 10:45,29.24,30.13,62.89,14.37,17.88,669.21,26.71807056
02/01/2020 11:00,35.99,33.67,72.52,16.04,21.54,669.21,32.18720581
02/01/2020 11:15,39.08,36.99,80.29,35.31,24.42,669.21,36.49078765
02/01/2020 11:30,41.92,39.68,86.49,38.44,27.98,669.21,41.81049297
02/01/2020 11:45,44.17,41.63,91.48,41.98,30.84,669.21,46.08418882
02/01/2020 12:00,45.88,43.13,95.22,42.5,32.53,669.21,48.60955455
02/01/2020 12:15,47.03,44.26,97.7,41.4,35.2,669.21,52.59933354
02/01/2020 12:30,47.39,44.7,98.9,38.78,34.01,669.21,50.82111744
02/01/2020 12:45,47,44.4,98.84,37.94,32.9,669.21,49.16244527
02/01/2020 13:00,46.02,43.55,97.52,38.22,32.95,669.21,49.23716023
02/01/2020 13:15,44.46,42.26,94.93,37.52,33.33,669.21,49.80499395
02/01/2020 13:30,42.12,40.56,91.08,33.08,33.14,669.21,49.52107709
02/01/2020 13:45,39.37,37.97,86.01,32.79,32.28,669.21,48.23597974
02/01/2020 14:00,36.27,35.38,79.74,30.92,29.62,669.21,44.26114374
02/01/2020 14:15,32.71,32.35,71.82,25,25.19,669.21,37.64139807
02/01/2020 14:30,28.83,28.96,62.2,22.48,21.14,669.21,31.58948611
02/01/2020 14:45,24.99,25.36,51.97,18.92,18.17,669.21,27.15141734
02/01/2020 15:00,20.7,21.52,42.61,11.87,14.79,669.21,22.10068588
02/01/2020 15:15,16.19,17.33,33.54,11.91,12.79,669.21,19.11208739
02/01/2020 15:30,11.85,13.23,25.68,9.78,10.32,669.21,15.42116824
02/01/2020 15:45,8.12,9.43,17.88,7.46,7.16,669.21,10.69918262
02/01/2020 16:00,4.78,6.07,10.74,4.3,4.06,669.21,6.066854948
02/01/2020 16:15,2.42,3.39,4.48,2.28,1.64,669.21,2.450650767
02/01/2020 16:30,0.64,0.71,0.9,0.01,0.15,669.21,0.224144887
02/01/2020 16:45,0,0.01,0.01,0,0,669.21,0
02/01/2020 17:00,0,0,0,0,0,669.21,0
02/01/2020 17:15,0,0,0,0,0,669.21,0
02/01/2020 17:30,0,0,0,0,0,669.21,0
02/01/2020 17:45,0,0,0,0,0,669.21,0
02/01/2020 18:00,0,0,0,0,0,669.21,0
02/01/2020 18:15,0,0,0,0,0,669.21,0
02/01/2020 18:30,0,0,0,0,0,669.21,0
02/01/2020 18:45,0,0,0,0,0,669.21,0
02/01/2020 19:00,0,0,0,0,0,669.21,0
02/01/2020 19:15,0,0,0,0,0,669.21,0
02/01/2020 19:30,0,0,0,0,0,669.21,0
02/01/2020 19:45,0,0,0,0,0,669.21,0
02/01/2020 20:00,0,0,0,0,0,669.21,0
02/01/2020 20:15,0,0,0,0,0,669.21,0
02/01/2020 20:30,0,0,0,0,0,669.21,0
02/01/2020 20:45,0,0,0,0,0,669.21,0
02/01/2020 21:00,0,0,0,0,0,669.21,0
02/01/2020 21:15,0,0,0,0,0,669.21,0
02/01/2020 21:30,0,0,0,0,0,669.21,0
02/01/2020 21:45,0,0,0,0,0,669.21,0
02/01/2020 22:00,0,0,0,0,0,669.21,0
02/01/2020 22:15,0,0,0,0,0,669.21,0
02/01/2020 22:30,0,0,0,0,0,669.21,0
02/01/2020 22:45,0,0,0,0,0,669.21,0
02/01/2020 23:00,0,0,0,0,0,669.21,0
02/01/2020 23:15,0,0,0,0,0,669.21,0
02/01/2020 23:30,0,0,0,0,0,669.21,0
02/01/2020 23:45,0,0,0,0,0,669.21,0
03/01/2020 00:00,0,0,0,0,0,669.21,0
03/01/2020 00:15,0,0,0,0,0,669.21,0
03/01/2020 00:30,0,0,0,0,0,669.21,0
03/01/2020 00:45,0,0,0,0,0,669.21,0
03/01/2020 01:00,0,0,0,0,0,669.21,0
03/01/2020 01:15,0,0,0,0,0,669.21,0
03/01/2020 01:30,0,0,0,0,0,669.21,0
03/01/2020 01:45,0,0,0,0,0,669.21,0
03/01/2020 02:00,0,0,0,0,0,669.21,0
03/01/2020 02:15,0,0,0,0,0,669.21,0
03/01/2020 02:30,0,0,0,0,0,669.21,0
03/01/2020 02:45,0,0,0,0,0,669.21,0
03/01/2020 03:00,0,0,0,0,0,669.21,0
03/01/2020 03:15,0,0,0,0,0,669.21,0
03/01/2020 03:30,0,0,0,0,0,669.21,0
03/01/2020 03:45,0,0,0,0,0,669.21,0
03/01/2020 04:00,0,0,0,0,0,669.21,0
03/01/2020 04:15,0,0,0,0,0,669.21,0
03/01/2020 04:30,0,0,0,0,0,669.21,0
03/01/2020 04:45,0,0,0,0,0,669.21,0
03/01/2020 05:00,0,0,0,0,0,669.21,0
03/01/2020 05:15,0,0,0,0,0,669.21,0
03/01/2020 05:30,0,0,0,0,0,669.21,0
03/01/2020 05:45,0,0,0,0,0,669.21,0
03/01/2020 06:00,0,0,0,0,0,669.21,0
03/01/2020 06:15,0,0,0,0,0,669.21,0
03/01/2020 06:30,0,0,0,0,0,669.21,0
03/01/2020 06:45,0,0,0,0,0,669.21,0
03/01/2020 07:00,0,0,0,0,0,669.21,0
03/01/2020 07:15,0,0,0,0,0,669.21,0
03/01/2020 07:30,0,0,0,0,0,669.21,0
03/01/2020 07:45,0,0,0,0,0,669.21,0
03/01/2020 08:00,0,0,0,0,0,669.21,0
03/01/2020 08:15,0,0,0,0,0,669.21,0
03/01/2020 08:30,0,0,0.01,0,0,669.21,0
03/01/2020 08:45,0.29,0.29,0.87,0,0,669.21,0
03/01/2020 09:00,1.16,1.2,4.57,2.01,1.43,669.21,2.136847925
03/01/2020 09:15,2.43,2.53,11.29,4.14,4.86,669.21,7.262294347
03/01/2020 09:30,3.88,4.05,19.41,8.48,10.2,669.21,15.24185233
03/01/2020 09:45,5.46,5.74,28.35,15.28,16.5,669.21,24.6559376
03/01/2020 10:00,7.16,7.61,37.03,13.35,19.02,669.21,28.4215717
03/01/2020 10:15,8.93,9.61,46.14,16.05,19.8,669.21,29.58712512
03/01/2020 10:30,10.64,11.42,55.45,32.25,19.85,669.21,29.66184008
03/01/2020 10:45,12.26,12.92,65.71,9.9,17.55,669.21,26.22495181
03/01/2020 11:00,21.58,14.24,75.57,12.42,17.03,669.21,25.4479162
03/01/2020 11:15,22.65,15.32,83.92,8.68,19.36,669.21,28.92963345
03/01/2020 11:30,23.18,16.08,90.47,26.53,22.22,669.21,33.2033293
03/01/2020 11:45,23.23,16.52,95.78,25.3,22.34,669.21,33.38264521
03/01/2020 12:00,23.03,16.73,99.78,24.86,24.5,669.21,36.61033159
03/01/2020 12:15,22.65,16.66,102.46,28.3,25.53,669.21,38.14945981
03/01/2020 12:30,21.92,16.43,103.8,26.17,26.75,669.21,39.97250489
03/01/2020 12:45,20.81,16.08,103.8,23.62,27.27,669.21,40.7495405
03/01/2020 13:00,19.53,15.56,102.47,24.25,29.17,669.21,43.58870907
03/01/2020 13:15,18.18,14.87,99.81,25.32,29.29,669.21,43.76802498
03/01/2020 13:30,16.82,14.05,95.82,25.41,28.77,669.21,42.99098938
03/01/2020 13:45,15.37,13.01,90.53,23.35,26.33,669.21,39.34489921
03/01/2020 14:00,19.77,11.98,84.01,20.82,22.24,669.21,33.23321528
03/01/2020 14:15,16.96,10.87,75.67,18.28,19.72,669.21,29.46758118
03/01/2020 14:30,14.38,9.7,65.9,16.46,17.3,669.21,25.851377
03/01/2020 14:45,11.92,8.53,55.83,14.58,14.7,669.21,21.96619895
03/01/2020 15:00,9.59,7.35,46.47,11.96,12.52,669.21,18.70862659
03/01/2020 15:15,7.45,6.1,37.33,8.85,9.84,669.21,14.7039046
03/01/2020 15:30,5.59,4.8,28.9,6.85,5.72,669.21,8.547391701
03/01/2020 15:45,3.95,3.55,20.3,2.49,3.03,669.21,4.527726723
03/01/2020 16:00,3.41,2.37,12.6,1.69,1.97,669.21,2.943769519
03/01/2020 16:15,1.62,1.36,5.61,1.2,1.19,669.21,1.778216106
03/01/2020 16:30,0.43,0.35,1.31,0.96,0.44,669.21,0.657491669
03/01/2020 16:45,0.01,0.01,0.04,0.26,0.06,669.21,0.089657955
03/01/2020 17:00,0,0,0,0,0,669.21,0
03/01/2020 17:15,0,0,0,0,0,669.21,0
03/01/2020 17:30,0,0,0,0,0,669.21,0
03/01/2020 17:45,0,0,0,0,0,669.21,0
03/01/2020 18:00,0,0,0,0,0,669.21,0
03/01/2020 18:15,0,0,0,0,0,669.21,0
03/01/2020 18:30,0,0,0,0,0,669.21,0
03/01/2020 18:45,0,0,0,0,0,669.21,0
03/01/2020 19:00,0,0,0,0,0,669.21,0
03/01/2020 19:15,0,0,0,0,0,669.21,0
03/01/2020 19:30,0,0,0,0,0,669.21,0
03/01/2020 19:45,0,0,0,0,0,669.21,0
03/01/2020 20:00,0,0,0,0,0,669.21,0
03/01/2020 20:15,0,0,0,0,0,669.21,0
03/01/2020 20:30,0,0,0,0,0,669.21,0
03/01/2020 20:45,0,0,0,0,0,669.21,0
03/01/2020 21:00,0,0,0,0,0,669.21,0
03/01/2020 21:15,0,0,0,0,0,669.21,0
03/01/2020 21:30,0,0,0,0,0,669.21,0
03/01/2020 21:45,0,0,0,0,0,669.21,0
03/01/2020 22:00,0,0,0,0,0,669.21,0
03/01/2020 22:15,0,0,0,0,0,669.21,0
03/01/2020 22:30,0,0,0,0,0,669.21,0
03/01/2020 22:45,0,0,0,0,0,669.21,0
03/01/2020 23:00,0,0,0,0,0,669.21,0
03/01/2020 23:15,0,0,0,0,0,669.21,0
03/01/2020 23:30,0,0,0,0,0,669.21,0
03/01/2020 23:45,0,0,0,0,0,669.21,0
04/01/2020 00:00,0,0,0,0,0,669.21,0
04/01/2020 00:15,0,0,0,0,0,669.21,0
04/01/2020 00:30,0,0,0,0,0,669.21,0
04/01/2020 00:45,0,0,0,0,0,669.21,0
04/01/2020 01:00,0,0,0,0,0,669.21,0
04/01/2020 01:15,0,0,0,0,0,669.21,0
04/01/2020 01:30,0,0,0,0,0,669.21,0
04/01/2020 01:45,0,0,0,0,0,669.21,0
04/01/2020 02:00,0,0,0,0,0,669.21,0
04/01/2020 02:15,0,0,0,0,0,669.21,0
04/01/2020 02:30,0,0,0,0,0,669.21,0
04/01/2020 02:45,0,0,0,0,0,669.21,0
04/01/2020 03:00,0,0,0,0,0,669.21,0
04/01/2020 03:15,0,0,0,0,0,669.21,0
04/01/2020 03:30,0,0,0,0,0,669.21,0
04/01/2020 03:45,0,0,0,0,0,669.21,0
04/01/2020 04:00,0,0,0,0,0,669.21,0
04/01/2020 04:15,0,0,0,0,0,669.21,0
04/01/2020 04:30,0,0,0,0,0,669.21,0
04/01/2020 04:45,0,0,0,0,0,669.21,0
04/01/2020 05:00,0,0,0,0,0,669.21,0
04/01/2020 05:15,0,0,0,0,0,669.21,0
04/01/2020 05:30,0,0,0,0,0,669.21,0
04/01/2020 05:45,0,0,0,0,0,669.21,0
04/01/2020 06:00,0,0,0,0,0,669.21,0
04/01/2020 06:15,0,0,0,0,0,669.21,0
04/01/2020 06:30,0,0,0,0,0,669.21,0
04/01/2020 06:45,0,0,0,0,0,669.21,0
04/01/2020 07:00,0,0,0,0,0,669.21,0
04/01/2020 07:15,0,0,0,0,0,669.21,0
04/01/2020 07:30,0,0,0,0,0,669.21,0
04/01/2020 07:45,0,0,0,0,0,669.21,0
04/01/2020 08:00,0,0,0,0,0,669.21,0
04/01/2020 08:15,0,0,0,0,0,669.21,0
04/01/2020 08:30,0.01,0.01,0.01,0.01,0,669.21,0
04/01/2020 08:45,0.91,0.89,1.36,0.91,0,669.21,0
04/01/2020 09:00,4.28,4.27,7.57,3.42,4.92,669.21,7.351952302
04/01/2020 09:15,10.69,11.09,19.31,10.9,12.65,669.21,18.90288549
04/01/2020 09:30,19.57,20.6,31.92,21.06,22.78,669.21,34.04013688
04/01/2020 09:45,29.03,30.44,45.83,31.64,35.03,669.21,52.34530267
04/01/2020 10:00,37.77,39.59,59.65,48.05,51.62,669.21,77.1357272
04/01/2020 10:15,47.31,49.51,75.45,59.75,66.12,669.21,98.8030663
04/01/2020 10:30,57.83,61.66,90.37,79.5,77.26,669.21,115.4495599
04/01/2020 10:45,68.37,73.89,103.04,101.95,95.18,669.21,142.2274025
04/01/2020 11:00,91.83,85.24,116.11,108.23,115.25,669.21,172.2179884
04/01/2020 11:15,99.41,94.65,128.78,123.52,136.34,669.21,203.7327595
04/01/2020 11:30,104.43,101.28,138.92,159.57,153.64,669.21,229.5841365
04/01/2020 11:45,107,105.57,146.03,151.46,162.47,669.21,242.7787989
04/01/2020 12:00,107.83,108.46,151.4,168,160.69,669.21,240.1189462
04/01/2020 12:15,107.08,109.57,155.06,165.6,154.33,669.21,230.615203
04/01/2020 12:30,104.4,107.85,156.98,147.08,143.49,669.21,214.4169991
04/01/2020 12:45,100.07,103.64,157.06,125.84,122.37,669.21,182.857399
04/01/2020 13:00,94.63,98.04,155.31,121.87,105.42,669.21,157.5290268
04/01/2020 13:15,88.47,91.32,151.82,113.03,96.12,669.21,143.6320438
04/01/2020 13:30,82.25,83.16,146.63,92.02,90.35,669.21,135.0099371
04/01/2020 13:45,75.79,74.6,139.77,95.12,87.01,669.21,130.0189776
04/01/2020 14:00,63.07,66.04,129.86,81.46,71.03,669.21,106.1400756
04/01/2020 14:15,53.43,57.62,117.36,83.19,61.16,669.21,91.39134203
04/01/2020 14:30,46.68,49.79,104.32,39.33,51.83,669.21,77.44953004
04/01/2020 14:45,40.92,42.86,91.98,45.32,39.49,669.21,59.00987732
04/01/2020 15:00,34.8,36.18,77.29,19.39,32.63,669.21,48.75898447
04/01/2020 15:15,28.33,29.4,61.62,27.87,25.23,669.21,37.70117004
04/01/2020 15:30,21.32,22.64,47.72,19.84,16.98,669.21,25.37320124
04/01/2020 15:45,14.64,16.13,33.99,15.62,11.69,669.21,17.46835821
04/01/2020 16:00,8.31,10.43,22.25,9.25,7.45,669.21,11.1325294
04/01/2020 16:15,4.14,5.9,10.35,4.32,4.14,669.21,6.186398888
04/01/2020 16:30,1.25,1.38,2.46,1.37,2.01,669.21,3.003541489
04/01/2020 16:45,0.06,0.06,0.1,0.08,0.26,669.21,0.388517805
04/01/2020 17:00,0,0,0,0,0,669.21,0
04/01/2020 17:15,0,0,0,0,0,669.21,0
04/01/2020 17:30,0,0,0,0,0,669.21,0
04/01/2020 17:45,0,0,0,0,0,669.21,0
04/01/2020 18:00,0,0,0,0,0,669.21,0
04/01/2020 18:15,0,0,0,0,0,669.21,0
04/01/2020 18:30,0,0,0,0,0,669.21,0
04/01/2020 18:45,0,0,0,0,0,669.21,0
04/01/2020 19:00,0,0,0,0,0,669.21,0
04/01/2020 19:15,0,0,0,0,0,669.21,0
04/01/2020 19:30,0,0,0,0,0,669.21,0
04/01/2020 19:45,0,0,0,0,0,669.21,0
04/01/2020 20:00,0,0,0,0,0,669.21,0
04/01/2020 20:15,0,0,0,0,0,669.21,0
04/01/2020 20:30,0,0,0,0,0,669.21,0
04/01/2020 20:45,0,0,0,0,0,669.21,0
04/01/2020 21:00,0,0,0,0,0,669.21,0
04/01/2020 21:15,0,0,0,0,0,669.21,0
04/01/2020 21:30,0,0,0,0,0,669.21,0
04/01/2020 21:45,0,0,0,0,0,669.21,0
04/01/2020 22:00,0,0,0,0,0,669.21,0
04/01/2020 22:15,0,0,0,0,0,669.21,0
04/01/2020 22:30,0,0,0,0,0,669.21,0
